11,1,dip right
12,2,dip right
13,3,dip right
14,4,dip right
15,5,dip right
16,6,dip right
17,7,dip right
5,1,dip right
6,2,dip right
7,3,dip right
8,4,dip right
9,5,dip right
10,6,dip right
11,7,dip right
6,1,dip right
7,2,dip right
8,3,dip right
9,4,dip right
10,5,dip right
11,6,dip right
12,7,dip right
7,1,dip right
8,2,dip right
9,3,dip right
10,4,dip right
11,5,dip right
12,6,dip right
13,7,dip right
8,1,dip left
9,2,dip right
10,3,dip right
11,4,dip right
12,5,dip right
13,6,wash right
