1.5852568,5.192275,18.225533,6.086746,0.29811025,4.4117,21.65166,5.903165
1.7616397,3.5608263,7.21504,2.1945834,2.8701942,1.5495517,11.100904,2.2748725
6.789751,0.8109003,12.648969,0.8093944,2.6228113,3.8042843,8.975339,0.4103272
7.072949,5.646931,9.33507,0.11006333,5.978792,4.3478684,4.876739,6.1932616
1.0742813,1.4139616,5.7878404,0.20985332,2.9070249,4.0913744,2.9585264,0.53382653
11.209088,1.405662,3.163829,0.032490116,2.6540546,5.998635,2.9998035,0.8660696
7.6096964,1.3590931,3.3321912,0.78302103,3.6534772,5.98556,4.7276225,5.665027
2.1048195,5.9595613,4.211633,5.726245,5.249327,4.584145,0.52173895,5.0586596
1.1456193,1.4386771,8.116914,3.9764295,4.24288,5.1481843,12.835524,5.1175575
5.6843843,0.8477708,0.22608411,6.1697345,5.2050257,5.273492,1.3689929,4.002662
2.8507478,0.072164334,1.2160367,2.135627,4.7386975,5.0785427,2.251393,0.45436993
7.705412,0.5277326,5.400912,1.0239404,6.6649446,5.095855,4.468096,0.9663908
5.7492976,0.9035382,4.8083973,0.9392741,5.3404403,4.577692,3.9004383,0.33284548
3.9121404,1.2616113,5.550468,1.3567896,2.1094208,5.813609,5.6575623,1.2197812
4.05525,0.6778309,7.7372894,0.7056423,5.6403923,5.1152654,4.3871675,0.50462055
8.159914,6.270472,2.8005633,0.9383834,6.1741953,4.6425157,2.8256338,0.6241802
4.47054,1.1175295,2.2526197,1.1532459,4.6572113,4.400301,2.3209481,0.9367449
3.0138628,0.17201117,2.8011615,1.7625611,5.444764,4.3446503,0.7044245,0.92428213
0.26394117,4.2884593,3.5062077,2.1178496,4.188423,5.022345,0.81408197,0.09938238
4.325756,2.1083114,3.3413732,2.05871,1.6150843,5.70402,0.50420386,5.6298165
2.8688352,1.579403,1.8936588,1.6550568,3.6131046,5.3814516,2.2057016,0.34046903
6.533665,0.9460912,3.3995376,0.19920641,6.3607626,4.49916,0.9157022,1.3343045
2.5089378,2.8529296,5.1075435,0.95165825,2.100019,5.966686,5.123846,1.0843375
3.5292,0.09420563,2.5913591,0.95290124,4.3626337,4.4010158,1.8568897,0.656043
4.2076473,2.5833695,0.5661872,1.8484958,2.1075907,4.623931,0.7874351,0.57708097
6.252365,1.0054057,4.930051,5.3977094,1.8392516,2.6946702,6.9818735,1.799317
0.38558376,4.5787773,1.3083628,2.3916938,2.140924,4.442874,1.5042065,5.254273
1.4931382,4.940645,1.8146267,5.78851,1.375366,3.980663,7.8515744,0.2101402
7.2722116,5.4667616,37.772705,0.26934347,6.960036,5.5869684,28.70661,6.002981
4.2421184,6.1288643,4.503052,2.6359234,3.961946,5.209609,1.7043763,5.8720746
4.324909,3.1918316,1.2069805,3.1879013,2.3385663,4.077362,2.940049,4.363457
8.940009,0.121792145,6.557486,0.17471302,6.899921,0.0037186877,9.453336,0.069514595
5.0990424,5.1052036,1.3159109,0.61074686,3.4331646,5.338994,4.417346,0.53468066
8.96222,2.8525684,4.791473,0.0032881605,6.182926,2.1198637,2.0336862,4.6307116
4.3214545,2.1325395,4.132077,4.911737,2.5983613,5.719743,2.209039,5.5183234
2.0627263,2.8358748,6.208134,1.7498949,1.3592916,0.7572538,8.043231,1.5085512
4.292925,1.6056547,4.3702264,3.3880205,1.531655,5.9253607,5.44353,2.1075735
3.569899,0.8820181,2.7565672,2.0451188,3.1562912,5.569467,5.1953373,0.23922676
2.9676218,1.4454453,2.4060175,1.9703413,2.0397341,0.62053096,3.1206808,0.7055337
1.7330194,1.9202174,1.3064836,2.0408444,2.0393527,5.515169,2.583547,0.51409423
1.2996734,1.4883325,1.8898811,2.2520041,1.1796958,2.3453763,0.9217241,5.900653
5.035045,1.3060981,1.5536801,2.9846766,1.2121276,1.5155506,0.93952245,5.755439
1.6308299,4.0362706,2.468123,2.2403884,2.3647406,5.9403844,1.0471839,6.0457125
2.411068,3.0728505,0.7001676,2.402711,1.916821,6.1992655,2.7518296,0.71726584
11.216922,4.9772434,9.561703,3.8767054,10.642853,5.323493,7.915102,4.947554
3.6657917,0.59260994,1.6306431,3.8172278,3.7614193,4.9452796,2.3457143,1.7911904
7.414243,5.545166,14.647747,0.26745725,0.33247012,5.3028345,13.875954,6.1095495
7.127,5.9539995,16.208162,0.12831272,4.7135706,5.4337587,16.513668,0.115430936
5.58162,3.6634195,11.883493,0.111423835,2.8889408,1.8636888,6.2693863,5.8734894
